,Unnamed: 0,id,topic,from,to,contents,date,type
950,950,1331,e-Way Bill for Intra-state Movement of Goods,SHRI RAM KRIPAL YADAV,FINANCE,"(a) whether cooperative societies registered under
the Goods and Services Tax are bound to generate e-way
bill for intra-state movement of goods valuing more than
one lakh rupees in Delhi with effect from 16th June 2018; (b) if so, the details thereof and the penalty for not generating e-way bill; (c) whether the Central Government Employees
Consumer Cooperative Society (Kendriya Bhandar), New
Delhi did not generate e-way bills for intra-state
movement of goods valuing more than one lakh rupees
for nearly two years after the introduction of the e-way
bill system in Delhi; and 252 (d) if so, the action proposed to be taken by the Government in the matter against Kendriya Bhandar?",2021-12-06,UNSTARRED
951,951,1332,Impact of Corona on Middle and Lower Class,SHRIMATI NAVNEET RAVI RANA,FINANCE,"(a) whether the Government is aware that the middle
and lower middle class have been adversely affected
due to the complete lockdown effected in the wake of
the first and second wave of COVID-19 leading to a loss
of life and livelihood both; (b) if so, whether the Government has taken or
proposes to take special steps for extending economic
assistance to the crises ridden middle and lower middle
class people, particularly in respect of Amravati
Parliamentary constituency which is malnourished and
predominantly inhabited by lower class and tribal people;
and (c) if so, the details thereof?",2021-12-06,UNSTARRED
952,952,1333,Proposal to Intensify Tourism for Re-employment,SHRI KALYAN BANERJEE,TOURISM,"(a) whether it is a fact that to revive tourism, there
is a need to kickstart recovery and growth in the country; (b) whether it is a fact that tourism employs one in
every ten people on earth and because of the pandemic
over 30 million direct tourism jobs are lost in the country;
and (c) the proposal of the Government to intensify the tourism sector and re-employment therein?",2021-12-06,UNSTARRED
953,953,1334,E-Shram Portal for Unorganised Workers,SHRI  MUKESH RAJPUT & SHRI  PALLAB LOCHAN DAS & SHRI CHANDRA PRAKASH JOSHI,LABOUR AND EMPLOYMENT,"(a) whether the Government has any plan to cover
E-shram card holders under Ayushman Scheme in the
near future and if so, the details thereof; (b) the benefits the workers are likely to get from E- shram cards; (c) whether it is a fact that the Government has
created a Portal to register unorganised workers such as
construction labourers, migrant workforce, street
vendors, and domestic workers, among others and if so,
the details thereof;  
 . (d) whether the Government is considering to include
tea garden workers working in unorganised Small Gardens
of Assam for registration in the portal; (e) if so, the details thereof and if not, the reasons therefor; and (f) the number of persons registered on the E-shram
portal till November, 2021 and if so, the details thereof,
State-wise?",2021-12-06,UNSTARRED
954,954,1335,Closure of Industries,SHRI OMPRAKASH BHUPALSINH alias & SHRIMATI BHAVANA PUNDALIKRAO GAWALI,LABOUR AND EMPLOYMENT,"(a) whether all sectors of the economy have faced
difficulties due to the COVID-19 pandemic resulting in
rising unemployment and if so, the details thereof; (b) the number of industries closed during the
lockdown due to the COVID-19 pandemic in the country
and if so, the details thereof; (c) whether the Government has any estimate
regarding the loss of jobs during the said period and if
so, the details thereof; (d) whether the Government is taking any steps to
provide incentives to industries to re-start their business;
and (e) if so, the details thereof?",2021-12-06,UNSTARRED
955,955,1336,Education for Orphans,SHRI RODMAL NAGAR,EDUCATION,"(a) whether the Government has formulated any
plan to make provision for imparting free education to
the children and wards of those dying during Covid
pandemic; (b) if so, whether there has been any census survey
of the children losing their parents/guardians to the
Covid-19 pandemic; (c) if so, the details thereof?",2021-12-06,UNSTARRED
956,956,1337,Development of Tourism in Sitamarhi,SHRI SUNIL KUMAR PINTU,TOURISM,"(a) the funds released/spent for the development of
tourism in Bihar particularly in Sitamarhi and the heads
under which the funds have been spent; and 253 (b) the progress made in the work of connecting Sitamarhi with Ramayana circuit till date?",2021-12-06,UNSTARRED
957,957,1338,GST Compensation Dues,SHRIMATI NUSRAT JAHAN RUHI,FINANCE,"(a) the amount of Goods and Services Tax (GST)
Compensation due to State/UTs for the year 2020-2021,
State/UT-wise especially West Bengal; and (b) the time by which the Government is contemplating to clear the dues of the States/UTs?",2021-12-06,UNSTARRED
958,958,1339,Unorganized Workers,SHRI  HARISH DWIVEDI & SHRIMATI  JASKAUR MEENA,LABOUR AND EMPLOYMENT,"(a) whether the Government proposes to introduce
a uniform system to determine the rates of minimum
wages for the workers of the unorganized sector in the
entire country; if so, the details thereof; (b) whether the Government has received any
demands/ request from various labour oarganisations to
increase the wages of workers of the unorganised sector
as well as those working as contract workers in agriculture
sector and various Government sectors, if so, the details
thereof and the action taken/being taken by Government
in this regard; (c) whether the Government proposes to prepare a
comprehensive national Database of unorganised workers
in the Country; if so, the details thereof specifying the
target fixed for this purpose; (d) whether the Government also purposes to
provide facilities to the workers in the unorganised
sector under this scheme; if so, the details thereof; and (e) the time by which it is likely to be started?",2021-12-06,UNSTARRED
959,959,1340,National Investment Fund,SHRI FEROZE VARUN GANDHI,FINANCE,"(a) whether the National Investment Fund set up to
channelise the proceeds of disinvestment of CPSEs is
still operational and if so, the details thereof; (b) the amount channelised into the Fund from 2012- 2021; and (c) the detailed breakdown of purposes for which
the proceeds from disinvestment have been utilised from
2012-2021?  
 .",2021-12-06,UNSTARRED
960,960,1341,Digital Currency,SHRI RAKESH SINGH,FINANCE,"(a) whether the Government proposes to start digital currency in the country; (b) if so, the details thereof; (c) the details of its practicability and utility in banking transactions; (d) whether digital currency is completely safe and there is no possibility of its misuse; (e) whether the said currency is on alternative for the popular crypto currencies ; and (f) if so, the details thereof?",2021-12-06,UNSTARRED
961,961,1342,"National Database of Migrant and Unorganised
Labourers",MS  MIMI CHAKRABORTY,LABOUR AND EMPLOYMENT,"(a) whether the Ministry has prepared the national database of migrant and unorganized labour; (b) if so, the details thereof and if not, the reasons therefor; (c) the draft national policy report on migrant workers prepared by the NITI Aayog; (d) the details of the proposal of the Government
and the time by which this database will be functional; (e) whether workers‘ unions representing workers,
NGOs and other civil society organisations were
consulted while drafting the policy; (f) if so, the details thereof and if not, the reasons behind not including others; and (g) whether the draft policy will take forward the
proposal to set up a migration commission as mooted by
the Government?",2021-12-06,UNSTARRED
962,962,1343,Employment Generation Programmes,SHRI KODIKUNNIL SURESH,LABOUR AND EMPLOYMENT,"(a) whether the Government has implemented
programmes and schemes for employment generation
and if so, the details thereof, State wise; (b) the funds allocated and utilised for such
programmes during the last five years and the current
year; 254 (c) whether the Government is seized of the
percentage of employment generation and unemployment
through studies of CMIE, NSSO, and periodic labour
force participation survey in the country during the last
five years and the current year; and (d) if so, the details thereof?",2021-12-06,UNSTARRED
963,963,1344,Van Dhan Vikas Kendras in West Bengal,SHRI SUNIL KUMAR MONDAL,TRIBAL AFFAIRS,"(a) whether the Government has succeeded in
improving tribal incomes through value addition of tribal
products through the Van Dhan Vikas Kendras initiative; (b) if so, the details thereof State/UT-wise including West Bengal; (c) if not, the reasons therefor; and (d) the future initiatives in this regard?",2021-12-06,UNSTARRED
964,964,1345,Grant Under Article 275(1),DR  DHAL SINGH BISEN,TRIBAL AFFAIRS,"(a) whether there is any provision to provide grant
under Article 275(1) by the Government, if so, the details
thereof; (b) the amount provided to the Madhya Pradesh
Government under the Article 275(1) by the Government
of India during the last five years along with the details
of districts and works for which such disbursement was
made; (c) whether any proposals have been sent by the MP Government under the head 275(1); (d) if so, the details of the proposals sent during the last five years, district-wise; (e) the details of the work proposal pertaining to
Seoni in Balaghat Parliamentary Constituency in Balaghat
district proposed by the State Government to the Union
Government under the Article 275(1) during the last
three years; (f) the status of these work proposals; and (g) if so, the details of work and funds sanctioned in this regard?",2021-12-06,UNSTARRED
